BHID,FROM,TO,X,Y,Z,P2O5,CAO,FE2O3,SIO2,AL2O3,MGO,TIO2,NB2O5,BAO,S,SRO,K2O,NA2O,MNO,CEO2,LA2O3,ND2O3,PR2O3,LOI,RCP,P2O5AP,LITO
DH-0303,12.55,20,3030.848,3157.785,331.135,1.99,0.27,17.1,30.5,30.5,0.11,5.96,0.11,0.36,-,0.33,0.1,0.1,0.11,0.2,0.12,0.1,-,12.82,0.136,0.2,Argilito
DH-0303,20,25,3030.848,3157.785,324.91,2.04,0.3,17.7,30.2,30.2,0.15,6.16,0.11,0.38,-,0.33,0.14,0.1,0.12,0.21,0.12,0.1,-,12.53,0.147,0.222,Argilito
DH-0303,25,30,3030.848,3157.785,319.91,2.29,0.35,18.1,29.5,29.8,0.19,6.27,0.13,0.43,-,0.37,0.17,0.1,0.14,0.23,0.12,0.11,-,12.51,0.153,0.259,Argilito
DH-0303,30,35.5,3030.848,3157.785,314.66,2.63,0.47,23.3,25.7,26.1,0.41,9.27,0.18,0.47,-,0.41,0.16,0.1,0.21,0.3,0.16,0.12,-,11.49,0.179,0.348,Argilito
DH-0303,35.5,40,3030.848,3157.785,309.66,3.02,0.47,45.3,13.3,16,0.87,8.92,0.22,0.42,-,0.36,0.06,0.1,0.38,0.37,0.18,0.14,-,9.97,0.156,0.348,Canga
DH-0303,40,45,3030.848,3157.785,304.91,6.67,0.88,46.9,6.85,13.4,1.23,8.65,0.6,1.27,-,1.61,0.06,0.1,0.54,0.65,0.32,0.27,-,8.93,0.132,0.652,Canga
DH-0303,45,50.3,3030.848,3157.785,299.76,6.05,1.14,60.8,1.15,6.76,2.06,8.33,0.55,1.91,-,1.28,0.03,0.1,1.86,0.5,0.23,0.23,-,5.46,0.188,0.844,Canga
DH-0303,50.3,55,3030.848,3157.785,294.76,4.58,0.5,64.7,3.93,3.81,1.42,4.29,2.13,1.13,-,0.68,0.01,0.1,2.2,1.8,0.86,0.71,-,5.9,0.109,0.37,Carbonatito
DH-0303,55,60,3030.848,3157.785,289.91,5.31,0.66,60.2,5.62,3.75,1.54,5.49,1.95,1.02,-,0.66,0.01,0.1,2.66,2.02,1.05,0.81,-,5.78,0.124,0.489,Carbonatito
DH-0303,60,65,3030.848,3157.785,284.91,4.73,0.54,68.1,3.31,2.68,1.65,4.64,1.11,0.87,-,0.5,0.01,0.1,2.53,1.89,0.96,0.76,-,4.37,0.114,0.4,Carbonatito
DH-0303,65,70,3030.848,3157.785,279.91,4.91,0.6,66.4,3.72,3.8,1.87,4.65,1.08,0.7,-,0.65,0.02,0.1,2.13,1.56,0.82,0.66,-,4.88,0.122,0.444,Carbonatito
DH-0303,70,75,3030.848,3157.785,274.91,5.11,0.6,68.1,1.45,4.01,1.68,5.59,1.09,0.84,-,0.67,0.02,0.1,1.94,1.5,0.75,0.62,-,4.77,0.117,0.444,Carbonatito
DH-0303,75,80,3030.848,3157.785,269.91,5.43,0.44,63.6,3.28,2.8,1.24,4.33,0.62,1.14,-,0.46,0.03,0.1,4.64,2.43,1.62,0.81,-,5.4,0.081,0.326,Carbonatito
DH-0303,80,84.55,3030.848,3157.785,265.135,5.55,3.37,66.1,4.25,1.86,1.72,5.17,0.41,0.74,-,0.41,0.01,0.1,2.64,1.31,0.75,0.51,-,3.44,0.607,2.496,Carbonatito
DH-0303,84.55,90,3030.848,3157.785,260.135,34.1,47.6,8.62,0.82,0.26,0.77,0.37,0.15,0.21,-,0.49,0.01,0.1,0.32,0.32,0.16,0.13,-,3.58,1.396,34.1,Foscrete
DH-0303,90,95.4,3030.848,3157.785,254.71,32.78,46,10.5,1.13,0.21,1.03,0.42,0.13,0.22,-,0.49,0.01,0.11,0.48,0.35,0.19,0.15,-,3.89,1.403,32.78,Foscrete
DH-0303,95.4,98.05,3030.848,3157.785,250.685,9.57,29.1,26.6,11,0.43,6.59,2.89,0.1,0.14,-,0.5,0.09,0.1,0.55,0.2,0.1,0.1,-,11.72,3.041,9.57,Carbonatito
DH-0303,98.05,101.85,3030.848,3157.785,247.46,21.81,29.6,27.4,4.33,1.51,3.64,3.19,0.49,0.33,-,0.5,0.02,0.15,0.92,0.51,0.24,0.2,-,3.92,1.357,21.81,Carbonatito
DH-0303,101.85,105.4,3030.848,3157.785,243.785,32.65,45.5,10.8,2.36,0.33,1.31,0.58,0.16,0.2,-,0.47,0.01,0.1,0.35,0.32,0.18,0.13,-,3.47,1.394,32.65,Foscrete
DH-0303,105.4,108.55,3030.848,3157.785,240.435,12.59,27.2,17.4,13.1,1.52,11.5,2.31,0.15,0.11,-,0.42,0.1,0.1,0.47,0.23,0.12,0.1,-,12.51,2.16,12.59,Carbonatito
DH-0303,108.55,112.15,3030.848,3157.785,237.06,3.5,45.2,6.52,2.16,0.1,4.91,0.2,0.05,0.63,-,1.44,0.28,0.1,0.26,0.25,0.16,0.1,-,34.27,12.914,3.5,Carbonatito
DH-0304,0,7.5,2932.0764,3256.079,351.6823,0.87,0.08,19.9,19.1,35.4,0.1,6.52,0.08,0.11,-,0.11,0.05,0.1,0.08,0.16,0.06,0.1,-,17.77,0.092,0.059,Argilito
DH-0304,7.5,15,2931.8544,3256.07,344.1856,0.84,0.06,18.1,29.6,32,0.1,5.61,0.07,0.13,-,0.12,0.03,0.1,0.08,0.15,0.06,0.1,-,13.02,0.071,0.044,Argilito
DH-0304,15,22.5,2931.6752,3256.103,336.6878,1.54,0.14,19.2,25.8,32,0.1,6.73,0.12,0.25,-,0.24,0.03,0.1,0.1,0.22,0.1,0.1,-,13.32,0.091,0.104,Argilito
DH-0304,22.5,26.7,2931.5326,3256.119,330.8396,2.09,0.22,18.6,28.6,29.9,0.18,6.63,0.14,0.38,-,0.35,0.05,0.1,0.13,0.26,0.12,0.11,-,12.51,0.105,0.163,Argilito
DH-0304,26.7,30,2931.4405,3256.145,327.0908,1.93,0.22,17.4,31,30.9,0.1,5.8,0.11,0.34,-,0.33,0.07,0.1,0.11,0.23,0.11,0.11,-,12.8,0.114,0.163,Argilito
DH-0304,30,36.85,2931.3179,3256.217,322.0178,2.01,0.25,18.5,30,29.8,0.16,5.74,0.1,0.37,-,0.31,0.1,0.1,0.14,0.24,0.1,0.11,-,12.64,0.124,0.185,Argilito
DH-0304,36.85,40,2931.2097,3256.313,317.0199,2.12,0.37,51.4,12.1,13.8,1.35,9.8,0.16,0.37,-,0.28,0.04,0.1,0.75,0.36,0.14,0.14,-,6.29,0.175,0.274,Canga
DH-0304,40,45,2931.1405,3256.404,312.9465,4.58,0.69,43.9,9.03,13.6,1.01,14,0.35,1.3,-,0.5,0.05,0.1,0.64,0.71,0.33,0.29,-,8.64,0.151,0.511,Canga
DH-0304,45,50.1,2931.0834,3256.524,307.8983,4.96,0.65,51.4,3.78,8.49,1.07,17.3,0.37,1.68,-,0.56,0.03,0.1,0.88,0.91,0.47,0.36,-,6.45,0.131,0.481,Canga
DH-0304,50.1,55,2931.0546,3256.642,302.8998,3.94,0.46,62.8,1.19,4.34,2.31,13,0.39,1.7,-,0.58,0.01,0.1,1.84,0.85,0.42,0.36,-,4.49,0.117,0.341,Bebedourito
DH-0304,55,60,2931.0425,3256.754,297.9511,5.62,0.77,58.5,1.8,6.45,1.4,10.2,0.33,1.88,-,1.01,0.02,0.1,1.77,0.86,0.41,0.38,-,6.11,0.137,0.57,Bebedourito
DH-0304,60,65,2931.046,3256.868,292.9524,4.08,0.63,58.8,2.28,4.37,1.98,13.4,0.43,0.78,-,0.66,0.01,0.1,2.24,1.37,0.7,0.53,-,5.55,0.154,0.467,Bebedourito
DH-0304,65,70,2931.0623,3256.992,287.954,4.72,0.74,52.2,1.15,5.23,1.61,22.9,0.42,0.71,-,0.82,0.02,0.1,1.09,1,0.51,0.43,-,5.11,0.157,0.548,Bebedourito
DH-0304,70,75,2931.0821,3257.127,282.9558,4.88,0.65,53.5,6.96,5.07,1.23,14,0.39,0.76,-,0.92,0.02,0.1,1.43,1.42,0.89,0.46,-,6.03,0.133,0.481,Bebedourito
DH-0304,75,80.9,2931.0871,3257.291,277.5083,3.24,0.47,60.8,4.86,3.44,1.92,16.6,0.31,0.53,-,0.6,0.01,0.1,1.18,0.83,0.41,0.33,-,4.03,0.145,0.348,Bebedourito
DH-0304,80.9,85,2931.0805,3257.441,272.5106,5.31,0.5,55.7,4.89,2.78,1.25,8.26,1.75,1.02,-,0.51,0.03,0.1,4.54,2.92,1.54,1.14,-,7.75,0.094,0.37,Carbonatito
DH-0304,85,89.35,2931.077,3257.559,268.2872,5.29,0.57,59.6,4.94,4.21,1.34,10.6,0.6,1.05,-,0.86,0.03,0.1,2.78,0.95,0.49,0.37,-,5.78,0.108,0.422,Carbonatito
DH-0304,89.35,94.5,2931.0862,3257.675,263.5387,4.04,0.57,56.3,15.7,3.27,1.16,9.26,0.27,0.49,-,0.55,0.02,0.1,1.69,0.86,0.42,0.32,-,4.5,0.141,0.422,Bebedourito
DH-0304,94.5,100.65,2931.1142,3257.807,257.8903,6.95,5.32,46.6,16.7,3.74,2.19,7.3,0.22,0.32,-,0.37,0.04,0.1,1.75,1.05,0.62,0.37,-,5.27,0.765,3.941,Bebedourito
DH-0304,100.65,105,2931.1469,3257.932,252.6419,7.33,14.5,16.2,26.5,1.27,17.1,3.87,0.15,0.08,-,0.29,0.59,0.34,0.49,0.34,0.16,0.14,-,9.72,1.978,7.33,Bebedourito
DH-0304,105,110,2931.1773,3258.045,247.9684,7.04,15.4,19.7,26.2,1.35,16.1,3.36,0.12,0.06,-,0.23,0.35,0.2,0.47,0.28,0.11,0.11,-,7.37,2.188,7.04,Bebedourito
DH-0304,110,115,2931.2123,3258.165,242.9699,9.6,16.5,23.5,19.6,1.18,14.4,3.92,0.15,0.06,-,0.24,0.1,0.1,0.57,0.31,0.12,0.13,-,7.73,1.719,9.6,Bebedourito
DH-0304,115,120,2931.2422,3258.279,237.9713,3.17,13.1,27.7,22.1,0.8,16.3,4.79,0.14,0.03,-,0.19,0.16,0.1,0.6,0.23,0.08,0.1,-,8.97,4.132,3.17,Bebedourito
DH-0304,120,124.35,2931.2608,3258.393,233.2977,5.15,17.6,21.2,20.3,1.06,15.7,5.43,0.14,0.08,-,0.31,0.25,0.1,0.5,0.31,0.13,0.12,-,10.08,3.417,5.15,Bebedourito
DH-0304,124.35,128.1,2931.2743,3258.489,229.2489,5.57,18.3,16.7,16.6,1.32,17.6,2.46,0.1,0.35,-,0.58,3.26,0.1,0.5,0.22,0.09,0.1,-,14.97,3.285,5.57,Bebedourito
DH-0305,0,5.05,3032.721,2859.505,323.335,11.71,1.95,41.6,2.94,14.1,0.5,4.83,1.05,2.41,-,2,0.02,0.13,2.66,0.93,0.45,0.35,-,11.69,0.167,1.444,Canga
DH-0305,5.05,10,3032.721,2859.505,318.335,7.04,1.22,54.2,0.82,7.26,1.73,7.49,1.67,1.04,-,1.65,0.02,0.14,3,0.93,0.42,0.44,-,8.01,0.173,0.904,Carbonatito
DH-0305,10,15,3032.721,2859.505,313.36,6.04,0.92,58.4,0.66,5.36,1.38,5.85,1.41,1.12,-,1.22,0.02,0.1,3.83,0.67,0.3,0.37,-,8.93,0.152,0.681,Carbonatito
DH-0305,15,21.3,3032.721,2859.505,307.71,5.63,0.91,62,0.66,4.79,2.09,7.23,1.16,1.28,-,1.11,0.02,0.18,3.18,0.59,0.29,0.34,-,6.23,0.162,0.674,Carbonatito
DH-0305,21.3,25,3032.721,2859.505,302.71,25.64,31.3,25.1,0.92,2.35,1.23,2.98,0.73,0.56,-,1.05,0.01,0.19,1.4,0.42,0.14,0.2,-,4.11,1.221,23.185,Carbonatito
DH-0305,25,27.7,3032.721,2859.505,299.51,30.97,41.6,14.4,1.45,1.01,1.25,1.07,0.52,0.19,-,0.61,0.01,0.18,0.88,0.23,0.08,0.1,-,3.2,1.343,30.815,Carbonatito
DH-0305,27.7,30.2,3032.721,2859.505,296.91,17.42,24.7,26.7,5.85,2.61,6.01,7.8,0.44,0.36,-,0.55,0.01,0.19,0.78,0.31,0.09,0.11,-,3.97,1.418,17.42,Carbonatito
DH-0305,30.2,33.75,3032.721,2859.505,293.885,3.05,43.8,4.15,0.72,0.1,7.9,0.1,0.13,0.15,-,1.35,0.11,0.1,0.2,0.11,0.03,0.1,-,38.26,14.361,3.05,Carbonatito
DH-0306,0,5,2131.207,2954.65,372.07,1.24,0.17,21.1,14.4,35.2,0.13,8.04,0.11,0.19,-,0.16,0.04,0.1,0.09,0.23,0.12,0.1,-,18.7,0.137,0.126,Argilito
DH-0306,5,10,2131.207,2954.65,367.07,1.21,0.14,18.9,19.9,34.5,0.1,6.89,0.1,0.23,-,0.19,0.04,0.1,0.07,0.21,0.1,0.1,-,16.29,0.116,0.104,Argilito
DH-0306,10,16.8,2131.207,2954.65,361.17,1.48,0.17,16.7,30,32.2,0.1,5.53,0.09,0.3,-,0.25,0.04,0.1,0.06,0.18,0.08,0.1,-,13.35,0.115,0.126,Argilito
DH-0306,16.8,23,2131.207,2954.65,354.67,1.69,0.24,16.4,31,31,0.1,5.57,0.08,0.35,-,0.29,0.09,0.1,0.09,0.19,0.09,0.1,-,13.16,0.142,0.178,Argilito
DH-0306,23,30,2131.207,2954.65,348.07,1.94,0.27,17.3,30.7,30,0.1,5.76,0.09,0.41,-,0.32,0.11,0.1,0.1,0.19,0.09,0.1,-,12.9,0.139,0.2,Argilito
DH-0306,30,37,2131.207,2954.65,341.07,2.44,0.36,17.8,30.2,29.4,0.1,6.23,0.11,0.53,-,0.4,0.17,0.1,0.12,0.21,0.11,0.1,-,12.61,0.148,0.267,Argilito
DH-0306,37,42,2131.207,2954.65,335.07,4.58,0.93,50.4,8.06,12.6,1.26,10.9,0.42,0.84,-,0.58,0.06,0.1,0.52,0.65,0.33,0.23,-,7.67,0.203,0.689,Canga
DH-0306,42,48.2,2131.207,2954.65,329.47,6.32,0.85,52.1,5.28,11.7,1.6,9.39,0.36,1.75,-,1.1,0.06,0.1,0.8,0.79,0.35,0.31,-,7.89,0.134,0.63,Canga
DH-0306,48.2,55,2131.207,2954.65,322.97,6.66,0.94,62.1,0.6,7.6,2.2,6.53,0.34,1.5,-,1.06,0.03,0.1,1.67,1.13,0.52,0.51,-,5.54,0.141,0.696,Carbonatito
DH-0306,55,60,2131.207,2954.65,317.07,4.2,0.71,68.7,1.54,4.76,2.29,7.55,0.23,0.65,-,0.68,0.02,0.1,1.91,0.78,0.36,0.3,-,4.06,0.169,0.526,Carbonatito
DH-0306,60,65,2131.207,2954.65,312.07,4.04,0.63,71.4,1.48,3.77,2.2,5.48,0.83,0.52,-,0.67,0.02,0.1,2.01,0.84,0.38,0.37,-,4.11,0.156,0.467,Carbonatito
DH-0306,65,68.2,2131.207,2954.65,307.97,5.69,0.81,66.8,0.83,4.81,1.58,5.07,1.29,0.79,-,1.02,0.03,0.1,1.44,1.12,0.54,0.47,-,5.55,0.142,0.6,Carbonatito
DH-0306,68.2,75,2131.207,2954.65,302.97,4.52,0.51,70.5,0.92,3.3,1.77,2.69,1.54,1.04,-,0.68,0.02,0.1,3.26,1.35,0.66,0.57,-,5.08,0.113,0.378,Carbonatito
DH-0306,75,80,2131.207,2954.65,297.07,6.09,0.82,65.1,0.61,4.35,2.09,5.26,1.01,1.08,-,1,0.02,0.1,2.78,1.61,0.79,0.7,-,5.29,0.135,0.607,Carbonatito
DH-0306,80,83.15,2131.207,2954.65,292.995,5.79,0.74,64.7,0.39,4.09,2.17,4.42,0.94,1.21,-,0.93,0.05,0.1,4.48,1.53,0.88,0.57,-,5.27,0.128,0.548,Carbonatito
DH-0306,83.15,90,2131.207,2954.65,287.995,20.53,22.9,35.6,0.74,3.19,1.35,4.31,0.58,0.63,-,1.12,0.01,0.1,1.77,1,0.53,0.4,-,4.13,1.115,16.963,Carbonatito
DH-0306,90,95,2131.207,2954.65,282.07,23.73,29.9,33,0.92,1.83,1.66,2.98,0.16,0.2,-,0.79,0.01,0.11,0.89,0.49,0.19,0.22,-,1.86,1.26,22.148,Carbonatito
DH-0306,95,100.05,2131.207,2954.65,277.045,18.11,22.4,41.4,1.71,2.28,2.01,5.19,0.27,0.21,-,0.58,0.01,0.1,1.03,0.45,0.18,0.2,-,2.13,1.237,16.593,Carbonatito
DH-0306,100.05,105,2131.207,2954.65,272.045,20.85,27.2,28.8,3.93,3.03,2.1,4.99,0.18,0.19,-,0.46,0.05,0.14,0.78,0.45,0.2,0.2,-,3.91,1.305,20.148,Carbonatito
DH-0306,105,110,2131.207,2954.65,267.07,24.76,32.9,18.8,7.38,1.24,8.13,1.97,0.12,0.09,-,0.52,0.02,0.12,0.51,0.45,0.17,0.2,-,2.32,1.329,24.37,Carbonatito
DH-0306,110,112.65,2131.207,2954.65,263.245,11.81,16.9,24.4,18.6,1.28,18.5,3.02,0.14,0.07,-,0.25,0.05,0.1,0.61,0.3,0.11,0.14,-,2.44,1.431,11.81,Carbonatito
DH-0306,112.65,116.35,2131.207,2954.65,260.07,6.88,20.2,13.7,22.1,1.99,18.7,2.94,0.13,0.28,-,0.46,2.62,0.1,0.35,0.2,0.07,0.1,-,8.57,2.936,6.88,Bebedourito
DH-0307,0,2.5,2033.954,2755.471,383.2,1.69,0.36,19.3,15.9,32.8,0.22,8.19,0.13,0.23,-,0.21,0.05,0.1,0.1,0.2,0.1,0.1,-,20.07,0.213,0.267,Solo
DH-0307,2.5,5,2033.954,2755.471,380.7,1.51,0.28,19.3,17.5,34.3,0.23,8.21,0.14,0.27,-,0.22,0.05,0.1,0.09,0.21,0.1,0.1,-,17.54,0.185,0.207,Argilito
DH-0307,5,10.65,2033.954,2755.471,376.625,1.62,0.21,17.5,24.9,33.1,0.1,7,0.11,0.32,-,0.27,0.1,0.1,0.09,0.19,0.08,0.1,-,15.07,0.13,0.156,Argilito
DH-0307,10.65,17.65,2033.954,2755.471,370.3,4.83,0.72,44.2,12.6,16.6,0.16,5.65,0.15,0.76,-,0.58,0.04,0.1,0.1,0.31,0.13,0.12,-,12.94,0.149,0.533,Canga
DH-0307,17.65,25,2033.954,2755.471,363.125,9.3,1.29,38.3,7.28,16.4,0.54,7.54,0.47,2.4,-,1.92,0.05,0.1,1.44,0.73,0.35,0.33,-,10.74,0.139,0.956,Bebedourito
DH-0307,25,30,2033.954,2755.471,356.95,8.77,1.43,46.4,4.59,13.2,0.98,7.13,0.75,1.66,-,1.76,0.04,0.1,1.19,0.85,0.4,0.33,-,8.96,0.163,1.059,Bebedourito
DH-0307,30,35,2033.954,2755.471,351.95,7.22,0.96,50.4,1.82,9.08,1.68,9.78,0.94,1.85,-,1.73,0.02,0.1,3,0.76,0.32,0.36,-,7.97,0.133,0.711,Bebedourito
DH-0307,35,40.8,2033.954,2755.471,346.55,7.38,1.01,55.1,1.79,7.53,0.85,8.85,1.04,1.33,-,1.65,0.01,0.1,1.16,1.13,0.54,0.47,-,7.9,0.137,0.748,Bebedourito
DH-0307,40.8,45,2033.954,2755.471,341.55,19.5,22.1,35.9,2.24,3.72,0.98,4.21,0.8,0.31,-,0.88,0.01,0.1,1.46,0.72,0.33,0.34,-,4.19,1.133,16.37,Bebedourito
DH-0307,45,50,2033.954,2755.471,336.95,20.6,24,30.3,2.54,4.3,0.68,6.82,0.41,0.27,-,0.98,0.03,0.1,0.76,0.55,0.25,0.23,-,4.41,1.165,17.778,Bebedourito
DH-0307,50,54.65,2033.954,2755.471,332.125,22.69,27.2,30.4,2.23,2.59,0.77,4.1,0.91,0.28,-,0.84,0.03,0.12,0.87,0.6,0.28,0.24,-,3.38,1.199,20.148,Bebedourito
DH-0307,54.65,60,2033.954,2755.471,327.125,15.38,20.7,29.6,11.6,5.15,2.19,6.41,0.19,0.12,-,0.39,0.15,0.1,0.54,0.38,0.18,0.16,-,4.5,1.346,15.333,Bebedourito
DH-0307,60,65,2033.954,2755.471,321.95,12.75,17.3,22,30,3.82,1.52,5.94,0.27,0.16,-,0.37,0.19,0.1,0.61,0.33,0.16,0.16,-,4.15,1.357,12.75,Bebedourito
DH-0307,65,70,2033.954,2755.471,316.95,13.87,18,21.6,31.4,3.05,0.76,4.56,0.32,0.15,-,0.37,0.06,0.1,0.6,0.37,0.17,0.16,-,3.81,1.298,13.333,Bebedourito
DH-0307,70,75,2033.954,2755.471,311.95,15.38,19.7,22.2,27.2,2.8,0.71,3.93,0.42,0.13,-,0.39,0.04,0.1,0.8,0.44,0.2,0.2,-,3.54,1.281,14.593,Bebedourito
DH-0307,75,80,2033.954,2755.471,306.95,17.97,23.2,25.6,17.4,2.65,0.89,4.38,0.32,0.13,-,0.42,0.04,0.1,0.83,0.44,0.2,0.2,-,3.58,1.291,17.185,Bebedourito
DH-0307,80,85.9,2033.954,2755.471,301.5,22.86,30.7,20.5,7.13,2.85,3.63,3.75,0.48,0.15,-,0.49,0.07,0.11,0.77,0.37,0.17,0.18,-,4.44,1.343,22.741,Bebedourito
DH-0307,85.9,90,2033.954,2755.471,296.5,7.17,16.3,14.1,28,2.44,16.7,4.19,0.12,0.07,-,0.24,0.51,0.19,0.32,0.18,0.08,0.1,-,8.91,2.273,7.17,Bebedourito
DH-0307,90,95,2033.954,2755.471,291.95,8.21,21.6,14.5,24.9,1.86,15,3.11,0.1,0.06,-,0.3,0.3,0.1,0.28,0.27,0.12,0.12,-,8.96,2.631,8.21,Bebedourito
DH-0307,95,100,2033.954,2755.471,286.95,5.42,19.8,14,22.7,1.94,16.4,3.47,0.13,0.09,-,0.33,0.3,0.1,0.32,0.21,0.09,0.1,-,14,3.653,5.42,Bebedourito
DH-0307,100,105.95,2033.954,2755.471,281.475,5.94,20.4,15,28,2.1,13.9,4.08,0.1,0.1,-,0.29,0.83,0.12,0.26,0.19,0.08,0.1,-,8.19,3.434,5.94,Bebedourito
DH-0307,105.95,109.65,2033.954,2755.471,276.65,7.34,23.1,12.8,21.8,1.67,12.8,2.81,0.14,0.23,-,0.53,3.46,0.41,0.27,0.24,0.11,0.1,-,10.88,3.147,7.34,Bebedourito
DH-0308,0,7.05,2228.374,2656.936,369.4961,1.66,0.17,18.9,19.3,34.4,0.1,7.36,0.12,0.27,-,0.26,0.04,0.1,0.1,0.23,0.12,0.1,-,17.75,0.102,0.126,Argilito
DH-0308,7.05,14,2228.5083,2657.019,362.4979,2,0.29,15.5,31.4,30.8,0.1,5.78,0.09,0.39,-,0.36,0.13,0.1,0.1,0.17,0.09,0.1,-,13.29,0.145,0.215,Argilito
DH-0308,14,20,2228.6407,2657.091,356.0246,2.03,0.29,15,32.2,30.7,0.1,5.81,0.09,0.4,-,0.37,0.18,0.1,0.1,0.15,0.09,0.1,-,13.13,0.143,0.215,Argilito
DH-0308,20,24.1,2228.7538,2657.155,350.9763,2.31,0.36,15.2,31.5,29.8,0.1,6.12,0.09,0.44,-,0.4,0.2,0.1,0.11,0.16,0.09,0.1,-,13.02,0.156,0.267,Argilito
DH-0308,24.1,30.25,2228.8716,2657.226,345.8531,6.9,1.23,48.2,6.83,14.6,0.62,6.44,0.24,1.1,-,1.07,0.05,0.1,0.47,0.48,0.24,0.18,-,11.06,0.178,0.911,Canga
DH-0308,30.25,37.6,2229.0329,2657.322,339.1058,4.55,0.53,73.6,0.59,5.6,3.57,2.63,0.25,1.35,-,1.09,0.02,0.1,1.25,0.33,0.13,0.14,-,3.31,0.116,0.393,Carbonatito
DH-0308,37.6,41,2229.1616,2657.404,333.7329,7.9,0.95,53.7,0.82,8.59,1.19,9.52,0.48,2.04,-,1.68,0.02,0.1,2.28,0.87,0.46,0.34,-,7.97,0.12,0.704,Carbonatito
DH-0308,41,45.7,2229.2544,2657.472,329.6845,6.2,0.92,55.7,2.06,7.67,1.19,12.4,0.49,1.25,-,1.11,0.02,0.1,1.58,0.63,0.34,0.28,-,7.14,0.148,0.681,Carbonatito
DH-0308,45.7,50,2229.3536,2657.547,325.1863,13.03,16.2,26.7,24.2,5.03,0.98,6.35,0.18,0.29,-,0.41,0.04,0.1,0.63,0.29,0.13,0.13,-,4.98,1.243,12,Carbonatito
DH-0308,50,55,2229.4427,2657.615,320.5376,14.44,18.5,26.2,19.1,3.59,2.21,7.14,0.27,0.16,-,0.35,0.37,0.1,0.72,0.37,0.18,0.16,-,4.89,1.281,13.704,Carbonatito
DH-0308,55,60,2229.5314,2657.671,315.5387,13.22,16.9,27.4,21.1,4.26,1.83,7.66,0.34,0.15,-,0.34,0.26,0.1,0.41,0.3,0.14,0.12,-,4.88,1.278,12.519,Carbonatito
DH-0308,60,65,2229.62,2657.722,310.5398,15.85,20.1,26.6,21.9,2.66,1.33,4.26,0.34,0.15,-,0.38,0.07,0.1,0.45,0.34,0.15,0.15,-,3.36,1.268,14.889,Carbonatito
DH-0308,65,70.6,2229.7195,2657.764,305.2409,9.17,11.6,29.1,35.6,2.5,1.01,5.83,0.26,0.13,-,0.26,0.04,0.1,0.41,0.29,0.13,0.12,-,3.44,1.265,8.593,Carbonatito
DH-0308,70.6,73.9,2229.8009,2657.802,300.7918,8.93,10.6,18.7,53.7,0.87,0.45,1.21,0.83,0.25,-,0.31,0.04,0.1,0.51,0.44,0.2,0.19,-,2.7,1.187,7.852,Foscrete
DH-0308,73.9,80,2229.8896,2657.84,296.0928,18.08,22.2,31.2,13.8,1.48,0.7,2.85,1.62,0.41,-,0.62,0.03,0.1,0.79,0.65,0.28,0.29,-,3.13,1.228,16.444,Carbonatito
DH-0308,80,84.85,2230.0043,2657.889,290.6192,14.28,17.4,32.7,16.1,3.94,1.32,6.18,0.47,0.36,-,0.47,0.01,0.1,0.71,0.41,0.2,0.2,-,3.91,1.218,12.889,Carbonatito
DH-0308,84.85,90,2230.1131,2657.935,285.6206,4.97,8.11,29.9,33.6,4.97,4.53,6.54,0.14,0.14,-,0.18,0.28,0.1,0.54,0.26,0.12,0.11,-,5.26,1.632,4.97,Bebedourito
DH-0308,90,95,2230.2324,2658,280.5474,4.54,7.79,29.5,31.8,5.2,7.16,6.97,0.12,0.14,-,0.16,0.33,0.1,0.52,0.27,0.13,0.1,-,5.88,1.716,4.54,Bebedourito
DH-0308,95,99.7,2230.3309,2658.064,275.6989,5.97,9.56,24,33.8,4.52,8.97,5.15,0.44,0.18,-,0.14,0.33,0.1,0.6,0.3,0.13,0.15,-,5.43,1.601,5.97,Bebedourito
DH-0308,99.7,103.75,2230.4192,2658.123,271.3251,18.96,24.4,27.4,12.4,2.02,2.51,2.17,0.84,0.3,-,0.4,0.16,0.13,1.05,0.76,0.34,0.34,-,4.04,1.287,18.074,Carbonatito
DH-0308,103.75,109.25,2230.5113,2658.18,266.5514,9.03,13.1,26.1,35.6,2.37,4.61,3.62,0.35,0.17,-,0.19,0.13,0.1,0.49,0.28,0.12,0.13,-,3.6,1.451,9.03,Bebedourito
DH-0308,109.25,115.85,2230.6279,2658.251,260.5029,20.4,25.4,20,21.7,1.49,0.46,2.51,0.9,0.28,-,0.48,0.03,0.1,0.86,0.65,0.31,0.27,-,3.2,1.245,18.815,Carbonatito
DH-0308,115.85,119.55,2230.7312,2658.302,255.3542,29.81,37.7,19.9,2.78,0.93,0.47,1.01,0.63,0.24,-,0.59,0.01,0.1,0.73,0.58,0.25,0.25,-,2.32,1.265,27.926,Carbonatito
DH-0308,119.55,125,2230.825,2658.344,250.7804,23.29,28.7,28.9,4.52,1.71,0.81,2.55,0.88,0.32,-,0.49,0.03,0.1,1.12,0.74,0.34,0.36,-,3.01,1.232,21.259,Carbonatito
DH-0308,125,130,2230.9526,2658.381,245.557,23.99,29.8,32.1,1.85,1.22,0.85,1.34,0.6,0.3,-,0.5,0.01,0.12,1.19,0.79,0.35,0.37,-,2.65,1.242,22.074,Carbonatito
